,City,Latitude,Longitude,Temperature (F),Maximum Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Time,Time Zone
305,yaan,7.3833,8.5667,80.73,80.73,77,71,1.3,NG,1624554717,3600
306,sao gabriel da cachoeira,-0.1303,-67.0892,86.95,86.95,59,28,2.8,BR,1624554717,-14400
307,kidal,18.4411,1.4078,100.87,100.87,17,81,4.56,ML,1624554718,0
308,safford,32.834,-109.7076,90.19,90.52,31,1,11.5,US,1624554718,-25200
309,deputatskiy,69.3,139.9,53.55,53.55,63,12,4.25,RU,1624554719,36000
310,ardalstangen,61.2371,7.6983,72.01,77.43,53,71,5.7,NO,1624554719,7200
311,lardos,36.0942,28.0157,85.82,85.82,62,0,14.52,GR,1624554720,10800
312,saposoa,-6.934,-76.7716,85.01,85.01,47,9,3.29,PE,1624554720,-18000
313,liverpool,53.4106,-2.9779,65.41,70.68,69,0,7.0,GB,1624554586,3600
314,ribeira brava,32.65,-17.0667,73.56,74.01,65,4,2.21,PT,1624554721,3600
315,lazaro cardenas,17.9583,-102.2,82.69,82.69,73,100,1.41,MX,1624554722,-18000
316,mumford,5.2618,-0.759,79.07,79.07,77,65,8.37,GH,1624554722,0
317,les cayes,18.2,-73.75,83.52,83.52,67,100,7.96,HT,1624554722,-14400
318,erzurum,40.0,41.5,74.88,74.88,34,0,2.04,TR,1624554723,10800
319,batagay,67.6333,134.6333,52.97,52.97,68,99,4.92,RU,1624554723,36000
320,andra,62.5147,65.8878,60.01,60.01,64,3,4.99,RU,1624554724,18000
321,jiuquan,39.7432,98.5174,72.41,72.41,36,99,6.49,CN,1624554724,28800
322,mapiripan,2.8892,-72.1256,84.96,84.96,63,52,4.14,CO,1624554725,-18000
323,mehamn,71.0357,27.8492,48.11,50.18,70,75,6.76,NO,1624554725,7200
324,samarai,-10.6167,150.6667,78.26,78.26,80,100,13.04,PG,1624554726,36000
325,port macquarie,-31.4333,152.9167,54.37,54.37,76,99,7.09,AU,1624554726,36000
326,san rafael,-34.6177,-68.3301,58.6,58.6,37,73,12.8,AR,1624554543,-10800
327,jiaozhou,36.2839,120.0033,70.41,70.41,76,100,8.9,CN,1624554727,28800
328,diu,20.7141,70.9822,84.02,84.02,76,60,15.61,IN,1624554727,19800
329,noumea,-22.2763,166.4572,71.01,71.01,99,62,10.04,NC,1624554727,39600
330,chimbote,-9.0853,-78.5783,66.94,66.94,76,91,8.97,PE,1624554684,-18000
331,nanortalik,60.1432,-45.2371,47.84,47.84,96,100,24.79,GL,1624554728,-7200
332,ocos,14.5094,-92.1933,90.25,93.31,70,100,3.78,GT,1624554728,-21600
333,beian,63.6559,9.5683,54.18,60.57,87,75,3.44,NO,1624554729,7200
334,hohhot,40.8106,111.6522,64.0,64.0,86,100,2.8,CN,1624554729,28800
335,liezen,47.5667,14.2333,72.68,74.84,55,23,2.98,AT,1624554730,7200
336,vila,42.0304,-8.1588,73.72,75.33,34,3,3.98,PT,1624554730,3600
337,fortuna,40.5982,-124.1573,56.34,61.86,96,90,3.44,US,1624554729,-25200
338,naryan-mar,67.6713,53.087,47.79,47.79,64,98,13.85,RU,1624554731,10800
339,ronneby,56.21,15.276,68.5,68.5,83,75,5.75,SE,1624554732,7200
340,coihaique,-45.5752,-72.0662,40.95,41.61,81,75,5.75,CL,1624554732,-14400
341,itaituba,-4.2761,-55.9836,94.3,94.3,37,9,3.58,BR,1624554732,-10800
342,acquaviva,43.9459,12.4185,82.83,89.42,55,20,3.0,SM,1624554733,7200
343,mormugao,15.4,73.8,79.84,79.84,81,100,12.68,IN,1624554733,19800
344,rio bueno,-40.3167,-72.9667,50.14,50.14,87,89,2.55,CL,1624554734,-14400
345,hall,34.3168,-83.7832,76.33,79.97,61,75,8.05,US,1624554734,-14400
346,makakilo city,21.3469,-158.0858,74.55,76.69,70,1,4.61,US,1624554734,-36000
347,burgeo,47.6167,-57.6152,60.6,60.6,69,0,13.87,CA,1624554735,-9000
348,suntar,62.1444,117.6319,61.93,61.93,81,23,2.53,RU,1624554735,32400
349,goya,-29.14,-59.2626,65.52,65.52,60,30,9.78,AR,1624554736,-10800
350,saint george,37.1041,-113.5841,86.56,87.8,29,1,5.01,US,1624554736,-21600
351,ilinskiy,55.619,38.1182,88.77,89.31,43,0,4.47,RU,1624554736,10800
352,hasaki,35.7333,140.8333,66.72,68.29,84,83,6.96,JP,1624554737,32400
353,beisfjord,68.3751,17.5988,54.63,55.04,85,96,4.25,NO,1624554737,7200
354,bulgan,48.8125,103.5347,56.68,56.68,90,100,4.97,MN,1624554738,28800
355,omboue,-1.5746,9.2618,75.83,75.83,82,98,9.31,GA,1624554738,3600
356,lyaskelya,61.7667,31.0167,64.36,64.36,96,100,2.91,RU,1624554739,10800
357,qandala,11.472,49.8728,87.85,87.85,66,100,0.65,SO,1624554739,10800
358,birao,10.2849,22.7882,83.1,83.1,55,96,3.8,CF,1624554739,3600
359,riohacha,11.5444,-72.9072,87.51,87.51,61,93,10.92,CO,1624554740,-18000
360,alice springs,-23.7,133.8833,40.55,40.55,100,40,4.61,AU,1624554741,34200
361,iskateley,67.6803,53.1512,47.7,47.7,64,99,13.87,RU,1624554741,10800
362,longyearbyen,78.2186,15.6401,39.04,39.04,81,75,10.36,SJ,1624554741,7200
363,janovice nad uhlavou,49.3451,13.2181,71.26,74.86,70,53,6.24,CZ,1624554742,7200
364,gamba,-2.65,10.0,75.16,75.16,81,27,8.01,GA,1624554742,3600
365,sinnamary,5.3833,-52.95,82.02,82.02,72,71,2.91,GF,1624554743,-10800
366,nizhniy kuranakh,58.8353,125.4869,59.09,59.09,97,95,3.38,RU,1624554743,32400
367,yuryuzan,54.8633,58.4219,59.77,59.77,58,17,3.15,RU,1624554743,18000
368,yacuiba,-22.038,-63.6797,71.94,71.94,37,42,10.16,BO,1624554744,-14400
369,myanaung,18.2833,95.3167,78.24,78.24,81,100,4.12,MM,1624554486,23400
370,manama,26.2154,50.5832,93.18,98.78,33,0,2.3,BH,1624554744,10800
371,sorong,-0.8833,131.25,77.54,77.54,85,50,3.33,ID,1624554745,32400
372,sept-iles,50.2001,-66.3821,63.05,66.25,68,61,11.01,CA,1624554620,-14400
373,banda aceh,5.5577,95.3222,79.39,79.39,82,54,6.55,ID,1624554745,25200
374,didao,45.3667,130.8,64.42,64.42,73,69,4.27,CN,1624554746,28800
375,constitucion,-35.3333,-72.4167,55.11,55.11,80,100,9.1,CL,1624554746,-14400
376,khandyga,62.6667,135.6,56.41,56.41,85,1,0.69,RU,1624554746,32400
377,longonjo,-12.9067,15.2533,67.42,67.42,31,2,2.59,AO,1624554747,3600
378,lagoa,39.05,-27.9833,67.41,67.41,87,100,11.18,PT,1624554747,0
379,atbasar,51.8,68.3333,54.28,54.28,69,100,6.6,KZ,1624554747,21600
380,alta,69.9689,23.2717,55.27,56.46,69,40,5.99,NO,1624554748,7200
381,acaponeta,22.4964,-105.3594,92.07,92.07,52,69,4.27,MX,1624554748,-21600
382,mogzon,51.7435,111.9606,55.09,55.09,94,87,1.52,RU,1624554749,32400
383,souillac,-20.5167,57.5167,68.36,68.36,62,88,13.22,MU,1624554749,14400
384,koslan,63.4564,48.8989,68.99,68.99,88,77,3.04,RU,1624554750,10800
385,canakkale,40.0833,26.8333,81.18,83.01,66,0,5.32,TR,1624554750,10800
386,bronnoysund,65.4625,12.1997,51.4,55.92,87,75,5.75,NO,1624554750,7200
387,fowa,8.9167,6.4,87.01,87.01,53,97,5.1,NG,1624554751,3600
388,palora,-1.7,-77.9333,78.91,82.38,51,70,4.21,EC,1624554751,-18000
389,clyde river,70.4692,-68.5914,37.02,37.02,99,62,3.11,CA,1624554752,-14400
390,kruisfontein,-34.0033,24.7314,54.88,54.88,84,82,2.19,ZA,1624554752,7200
391,nemuro,43.3236,145.575,52.03,52.03,96,16,9.62,JP,1624554752,32400
392,ous,60.9058,61.5186,58.08,58.08,97,76,0.67,RU,1624554753,18000
393,amahai,-3.3333,128.9167,77.65,77.65,89,51,2.62,ID,1624554753,32400
394,contamana,-7.3333,-75.0167,92.48,92.48,39,33,2.3,PE,1624554754,-18000
395,khasan,42.4308,130.6434,59.67,59.67,91,3,0.54,RU,1624554754,36000
396,wanning,18.8003,110.3967,82.98,82.98,85,100,10.13,CN,1624554754,28800
397,tocopilla,-22.092,-70.1979,67.28,67.28,59,15,6.82,CL,1624554755,-14400
398,coihueco,-36.6167,-71.8333,52.54,52.54,94,90,11.5,CL,1624554755,-14400
399,zapadnaya dvina,56.259,32.0745,80.96,80.96,63,90,4.38,RU,1624554755,10800
400,amparo,-22.7011,-46.7644,74.73,82.09,37,43,5.79,BR,1624554756,-10800
401,tsabong,-26.0217,22.401,64.96,64.96,30,0,6.53,BW,1624554756,7200
402,kamaishi,39.2667,141.8833,62.94,62.94,93,43,6.64,JP,1624554757,32400
403,gornyak,50.9942,81.4661,50.32,50.32,94,100,11.86,RU,1624554757,25200
404,dubasari,47.2631,29.1608,88.59,88.59,71,44,7.54,MD,1624554757,10800
405,ambur,12.7833,78.7,85.55,85.55,40,84,5.5,IN,1624554758,19800
406,viedma,-40.8135,-62.9967,60.28,60.28,37,79,21.5,AR,1624554758,-10800
407,te anau,-45.4167,167.7167,50.59,50.59,96,100,7.54,NZ,1624554759,43200
408,chardara,41.2547,67.9692,82.63,82.63,33,37,15.7,KZ,1624554759,21600
409,nikolskoye,59.7035,30.7861,74.77,76.01,82,64,5.28,RU,1624554760,10800
410,banja luka,44.7758,17.1856,97.97,97.97,39,18,5.79,BA,1624554761,7200
411,myitkyina,25.3833,97.4,74.23,74.23,99,100,1.41,MM,1624554761,23400
412,victoria,22.2855,114.1577,79.88,80.65,92,99,1.01,HK,1624554485,28800
413,tricase,39.9304,18.3553,90.5,90.5,35,63,7.76,IT,1624554762,7200
414,luanda,-8.8368,13.2343,74.12,74.12,78,29,14.76,AO,1624554756,3600
415,rocha,-34.4833,-54.3333,57.2,57.2,95,100,17.36,UY,1624554529,-10800
416,byron bay,-28.65,153.6167,59.04,66.15,83,100,12.46,AU,1624554710,36000
417,bourail,-21.5667,165.4833,67.1,67.1,67,52,6.4,NC,1624554764,39600
418,tilichiki,60.4667,166.1,51.82,51.82,74,61,5.06,RU,1624554765,43200
419,nishihara,26.1842,127.7558,75.7,76.66,94,75,12.66,JP,1624554765,32400
420,manokwari,-0.8667,134.0833,77.22,77.22,80,12,2.28,ID,1624554765,32400
421,manono,-7.3,27.4167,81.28,81.28,35,50,2.8,CD,1624554766,7200
422,chicama,-7.8447,-79.1469,64.94,64.94,64,36,8.86,PE,1624554766,-18000
423,riviere-au-renard,48.9957,-64.3971,68.52,68.52,46,17,12.12,CA,1624554767,-14400
424,shelburne,44.0787,-80.2041,76.33,77.52,48,71,18.45,CA,1624554760,-14400
425,loreto,22.2667,-101.9667,70.77,70.77,53,80,10.36,MX,1624554768,-18000
426,tambacounda,13.7539,-13.7586,95.95,95.95,36,78,13.44,SN,1624554768,0
427,yekaterinoslavka,50.3734,129.1139,62.22,62.22,95,59,6.17,RU,1624554768,32400
428,praia,14.9215,-23.5087,82.94,82.94,54,20,21.85,CV,1624554769,-3600
429,korla,41.7597,86.1469,80.64,80.64,20,0,7.61,CN,1624554769,28800
430,sakaraha,-22.9,44.5333,63.75,63.75,53,48,5.61,MG,1624554770,10800
431,sao jose da coroa grande,-8.8978,-35.1478,79.39,79.39,72,50,13.24,BR,1624554770,-10800
432,mecca,21.4267,39.8261,94.82,94.82,31,71,3.53,SA,1624554627,10800
433,bahia blanca,-38.7196,-62.2724,59.95,59.95,37,70,17.27,AR,1624554616,-10800
434,killybegs,54.6333,-8.45,55.11,55.45,93,100,12.48,IE,1624554771,3600
435,leningradskiy,69.3833,178.4167,40.98,40.98,71,70,7.02,RU,1624554771,43200
436,najran,17.4924,44.1277,87.6,87.6,8,88,13.33,SA,1624554772,10800
437,north bend,43.4065,-124.2243,60.21,63.91,78,1,6.91,US,1624554772,-25200
438,nueva florida,-6.9526,-76.613,85.42,85.42,47,27,2.28,PE,1624554772,-18000
439,berbera,10.4396,45.0143,93.96,93.96,41,100,7.23,SO,1624554773,10800
440,broome,42.2506,-75.833,74.79,77.38,47,1,4.0,US,1624554773,-14400
441,wageningen,51.9667,5.6667,66.78,69.17,70,90,3.44,NL,1624554774,7200
442,berlevag,70.8578,29.0864,48.15,48.15,81,0,17.27,NO,1624554774,7200
443,mubi,10.2676,13.2644,83.86,83.86,51,89,5.57,NG,1624554774,3600
444,boyabat,41.4689,34.7667,69.8,69.8,75,81,4.65,TR,1624554553,10800
445,opuwo,-18.0607,13.84,67.55,67.55,27,0,6.64,NA,1624554775,7200
446,basco,20.4487,121.9702,80.53,80.53,81,100,19.82,PH,1624554775,28800
447,bandarbeyla,9.4942,50.8122,78.08,78.08,76,96,28.05,SO,1624554776,10800
448,chagoda,59.164,35.3285,64.54,64.54,93,46,10.42,RU,1624554776,10800
449,beringovskiy,63.05,179.3167,50.07,50.07,69,59,8.68,RU,1624554776,43200
450,bilibino,68.0546,166.4372,57.13,57.13,55,92,5.1,RU,1624554777,43200
451,vikhorevka,56.1201,101.1636,54.99,54.99,92,2,1.59,RU,1624554777,28800
452,tautira,-17.7333,-149.15,73.42,73.42,79,71,16.62,PF,1624554778,-36000
453,macheng,31.1783,115.0319,76.51,76.51,79,69,3.04,CN,1624554778,28800
454,andenes,69.3143,16.1194,51.8,55.08,82,75,10.36,NO,1624554778,7200
455,kasongo-lunda,-6.4667,16.8167,81.28,81.28,36,44,3.53,CD,1624554779,3600
456,minatitlan,17.9833,-94.5167,87.89,87.89,70,40,0.0,MX,1624554779,-18000
457,san agustin,20.5333,-103.4667,72.7,74.32,67,75,0.0,MX,1624554779,-18000
458,mahibadhoo,3.7833,72.9667,82.58,82.58,76,64,14.74,MV,1624554780,18000
459,tarko-sale,64.9225,77.785,54.73,54.73,56,94,14.58,RU,1624554780,18000
460,tezu,27.9167,96.1667,75.72,75.72,94,63,3.33,IN,1624554781,19800
461,yar-sale,66.8333,70.8333,53.94,53.94,51,5,10.96,RU,1624554781,18000
462,morondava,-20.2833,44.2833,72.79,72.79,65,0,8.32,MG,1624554782,10800
463,beira,-19.8436,34.8389,70.93,70.93,80,28,10.54,MZ,1624554782,7200
464,rajapur,25.3833,81.15,85.84,85.84,70,97,5.57,IN,1624554783,19800
465,urumqi,43.801,87.6005,74.35,74.35,27,0,6.71,CN,1624554711,28800
466,juana diaz,18.0525,-66.5066,83.39,87.03,76,91,12.59,PR,1624554784,-14400
467,tucumcari,35.1717,-103.725,91.94,91.94,20,98,12.19,US,1624554784,-21600
468,nouakchott,18.0858,-15.9785,93.13,93.13,48,2,20.85,MR,1624554664,0
469,northam,51.0333,-4.2167,64.99,71.2,90,84,10.71,GB,1624554784,3600
470,esna,25.2934,32.554,97.72,97.72,13,0,12.37,EG,1624554785,7200
471,provideniya,64.3833,-173.3,56.79,56.79,58,99,7.56,RU,1624554785,43200
472,lasa,46.6166,10.7002,76.69,78.71,51,39,7.76,IT,1624554786,7200
473,karachi,24.9056,67.0822,85.82,85.82,66,40,16.11,PK,1624554524,18000
474,claremore,36.3126,-95.6161,90.14,92.37,68,52,4.0,US,1624554786,-18000
475,stawell,-37.05,142.7667,46.62,46.62,97,100,10.22,AU,1624554787,36000
476,elat,29.5581,34.9482,96.64,96.64,21,0,13.8,IL,1624554787,10800
477,oranjemund,-28.55,16.4333,57.69,57.69,69,0,4.79,NA,1624554788,7200
478,namatanai,-3.6667,152.4333,78.26,78.26,85,55,4.7,PG,1624554788,36000
479,khorixas,-20.3667,14.9667,70.99,70.99,24,0,9.13,NA,1624554789,7200
480,tessalit,20.1986,1.0114,106.88,106.88,9,51,4.85,ML,1624554789,0
481,cochrane,51.1834,-114.4687,54.23,57.43,92,100,6.67,CA,1624554790,-21600
482,monrovia,6.3005,-10.7969,77.29,77.29,86,89,10.74,LR,1624554790,0
483,standerton,-26.9337,29.2415,52.59,52.61,46,1,4.36,ZA,1624554791,7200
484,togur,58.3631,82.8265,46.56,46.56,89,68,6.49,RU,1624554791,25200
485,karpathos,35.507,27.2132,80.56,80.56,83,0,20.71,GR,1624554530,10800
486,nanfeng,23.7434,111.7959,75.92,75.92,97,63,1.83,CN,1624554792,28800
487,hualmay,-11.0964,-77.6139,67.53,67.53,71,60,10.07,PE,1624554792,-18000
488,manta,-0.95,-80.7333,82.18,82.18,65,20,14.97,EC,1624554793,-18000
489,pisco,-13.7,-76.2167,66.25,66.25,68,90,9.22,PE,1624554793,-18000
490,wanlaweyn,2.6185,44.8938,76.87,76.87,71,99,16.91,SO,1624554794,10800
491,cayenne,4.9333,-52.3333,85.08,86.04,78,40,7.0,GF,1624554794,-10800
492,griffith,41.5284,-87.4237,75.0,79.41,65,90,1.99,US,1624554794,-18000
493,papara,-3.9839,-38.7273,84.6,86.72,42,11,6.71,BR,1624554795,-10800
494,abu samrah,35.3029,37.1841,84.74,84.74,35,0,13.2,SY,1624554795,10800
495,tongchuan,35.0806,109.0897,75.09,75.09,54,100,1.9,CN,1624554796,28800
496,aksarayskiy,46.7924,48.0119,87.75,87.75,16,67,8.23,RU,1624554796,14400
497,vostok,46.4856,135.8833,55.33,55.33,92,68,4.97,RU,1624554796,36000
498,otradnoye,59.7775,30.8181,74.82,76.17,82,66,5.01,RU,1624554797,10800
499,buala,-8.145,159.5921,79.23,79.23,82,100,7.34,SB,1624554797,39600
500,padang,-0.9492,100.3543,78.35,78.35,82,100,2.39,ID,1624554798,25200
501,jamame,0.0722,42.7506,75.43,75.43,80,98,9.4,SO,1624554798,10800
502,kirakira,-10.4544,161.9205,78.3,78.3,87,82,11.01,SB,1624554799,39600
503,thinadhoo,0.5333,72.9333,82.2,82.2,72,73,11.63,MV,1624554799,18000
504,dajal,29.5577,70.3762,103.32,103.32,16,12,15.3,PK,1624554799,18000
505,boyolangu,-8.1181,111.8935,74.7,74.7,91,90,2.24,ID,1624554800,25200
506,baculin,7.4525,126.5842,77.83,77.83,86,100,4.7,PH,1624554800,28800
507,eyl,7.9803,49.8164,79.29,79.29,74,64,22.55,SO,1624554801,10800
508,quiroga,19.6667,-101.5333,67.21,67.21,69,84,2.93,MX,1624554801,-18000
509,glauchau,50.8167,12.5333,61.93,66.38,88,90,1.99,DE,1624554802,7200
510,takoradi,4.8845,-1.7554,77.25,77.25,85,100,8.66,GH,1624554802,0
511,luena,-11.7833,19.9167,63.84,63.84,32,70,3.15,AO,1624554803,3600
512,huilong,31.8111,121.655,75.97,78.04,89,78,10.04,CN,1624554803,28800
513,ninghai,29.2892,121.4247,71.89,74.73,95,79,1.9,CN,1624554804,28800
514,san carlos de bariloche,-41.1456,-71.3082,42.55,42.55,75,40,32.21,AR,1624554636,-10800
515,erenhot,43.6475,111.9767,73.58,73.58,49,75,11.86,CN,1624554804,28800
516,shakawe,-18.3667,21.85,63.19,63.19,34,0,2.73,BW,1624554805,7200
517,santa fe,-31.6333,-60.7,60.57,61.02,68,13,4.0,AR,1624554604,-10800
518,kirya,-3.9167,37.4833,72.36,72.36,56,29,15.73,TZ,1624554805,10800
519,hammond,41.5834,-87.5,74.88,79.5,65,90,5.99,US,1624554806,-18000
520,prado,-17.3411,-39.2208,74.77,74.77,66,76,8.37,BR,1624554806,-10800
521,rawah,34.4816,41.9093,95.09,95.09,18,0,7.96,IQ,1624554807,10800
522,nuuk,64.1835,-51.7216,45.21,45.21,93,90,5.75,GL,1624554807,-7200
523,trojanovice,49.5204,18.238,74.84,81.32,72,1,3.4,CZ,1624554807,7200
524,vardo,70.3705,31.1107,46.38,48.4,87,75,9.22,NO,1624554808,7200
525,ambon,-3.6954,128.1814,80.02,80.02,83,27,6.4,ID,1624554808,32400
526,sivas,39.7916,37.0019,63.23,63.23,72,20,13.8,TR,1624554809,10800
527,nouadhibou,20.931,-17.0347,67.82,67.82,79,6,27.4,MR,1624554809,0
528,guerrero,17.6667,-100.0,75.69,75.69,77,93,2.17,MX,1624554810,-18000
529,kindu,-2.95,25.95,79.97,79.97,51,53,2.04,CD,1624554810,7200
530,cheremshan,54.6667,51.5,73.74,73.74,75,21,2.71,RU,1624554811,10800
531,panjab,34.388,67.0233,56.07,56.07,28,29,7.74,AF,1624554811,16200
532,iberia,29.9502,-91.7507,87.4,88.99,74,75,12.66,US,1624554633,-18000
533,canturay,9.8019,122.4569,78.22,78.22,81,100,2.59,PH,1624554812,28800
534,fort-shevchenko,44.5086,50.263,84.6,84.6,40,3,12.35,KZ,1624554812,18000
535,quime,-16.9833,-67.2167,62.51,62.51,19,40,7.25,BO,1624554813,-14400
536,vanavara,60.34,102.2797,57.25,57.25,94,100,7.9,RU,1624554813,25200
537,hangu,39.2489,117.7892,73.44,73.44,75,100,7.78,CN,1624554814,28800
538,kachug,53.9606,105.8817,54.7,54.7,96,54,4.56,RU,1624554814,28800
539,muriti,-1.9833,32.9167,72.86,72.86,62,3,8.68,TZ,1624554814,10800
540,medea,36.2642,2.7539,68.45,68.45,58,11,9.69,DZ,1624554815,3600
541,quatre cocos,-20.2078,57.7625,68.09,68.09,56,90,13.11,MU,1624554815,14400
542,bilma,18.6853,12.9164,104.29,104.29,8,69,13.15,NE,1624554816,3600
543,mayya,61.7333,130.2811,56.52,56.52,97,21,3.36,RU,1624554816,32400
544,hovd,48.0056,91.6419,62.96,62.96,35,94,10.42,MN,1624554817,25200
545,salina cruz,16.1667,-95.2,85.78,85.78,63,66,8.86,MX,1624554817,-18000
546,sorland,67.667,12.6934,50.07,50.07,81,100,14.61,NO,1624554819,7200
547,kiama,-34.6833,150.8667,51.85,55.99,84,21,1.01,AU,1624554648,36000
548,tagusao,9.1924,117.8141,79.45,79.45,83,100,2.95,PH,1624554819,28800
549,aniva,46.7144,142.5294,55.85,55.85,96,49,4.09,RU,1624554820,39600
550,iwanai,42.9744,140.5089,59.23,59.23,97,96,2.68,JP,1624554820,32400
551,petropavlovsk-kamchatskiy,53.0452,158.6483,47.1,47.1,80,76,12.62,RU,1624554821,43200
552,shingu,33.7333,135.9833,71.91,71.91,88,100,3.04,JP,1624554821,32400
553,birjand,32.8663,59.2211,73.08,73.08,15,0,18.43,IR,1624554822,16200
554,gornopravdinsk,60.05,69.9,58.15,58.15,59,70,6.85,RU,1624554822,18000
555,bundaberg,-24.85,152.35,66.22,66.22,95,95,1.01,AU,1624554822,36000
556,lahad datu,5.0268,118.327,76.57,76.57,89,100,0.07,MY,1624554823,28800
557,muros,42.7762,-9.0603,78.76,84.16,45,6,14.99,ES,1624554823,7200
558,palu,-0.8917,119.8707,74.98,74.98,96,89,2.77,ID,1624554824,28800
559,kulhudhuffushi,6.6221,73.07,82.45,82.45,77,87,17.69,MV,1624554824,18000
560,gbarnga,6.9956,-9.4722,74.93,74.93,92,95,2.13,LR,1624554824,0
561,puerto el triunfo,13.2833,-88.55,88.5,90.52,68,100,7.11,SV,1624554825,-21600
562,poum,-20.2333,164.0167,72.45,72.45,68,40,19.95,NC,1624554825,39600
563,labytnangi,66.6572,66.4183,54.16,54.16,55,5,13.24,RU,1624554826,18000
564,pecos,31.4229,-103.4932,92.32,93.29,29,44,4.61,US,1624554826,-18000
565,chesterton,41.6106,-87.0642,77.45,81.14,57,40,19.57,US,1624554827,-18000
566,great falls,47.5002,-111.3008,73.87,74.59,48,75,3.44,US,1624554565,-21600
567,lakes entrance,-37.8811,147.981,52.81,52.81,72,58,8.72,AU,1624554827,36000
568,sambava,-14.2667,50.1667,71.31,71.31,84,32,11.39,MG,1624554828,10800
569,annamalainagar,11.4,79.7333,84.76,84.76,70,99,19.3,IN,1624554828,19800
570,veraval,20.9,70.3667,84.54,84.54,75,89,15.41,IN,1624554828,19800
571,krasnovishersk,60.4078,57.082,65.59,65.59,97,94,1.36,RU,1624554829,18000
572,baykit,61.67,96.37,57.49,57.49,99,100,2.68,RU,1624554829,25200
573,port-gentil,-0.7193,8.7815,76.68,76.68,84,93,12.93,GA,1624554830,3600
574,anloga,5.7947,0.8973,81.12,81.12,72,68,9.31,GH,1624554830,0
575,bambanglipuro,-7.95,110.2833,60.6,60.6,90,91,4.92,ID,1624554831,25200
576,muisne,0.6,-80.0333,82.51,82.51,82,97,16.17,EC,1624554831,-18000
577,koroni,36.8,21.95,82.11,86.07,65,0,3.04,GR,1624554832,10800
578,laramie,41.3114,-105.5911,73.0,74.08,26,1,1.99,US,1624554832,-21600
579,dakoro,14.5106,6.765,98.04,98.04,21,46,11.56,NE,1624554833,3600
580,ambilobe,-13.2,49.05,69.62,69.62,75,5,3.36,MG,1624554833,10800
581,monte carmelo,-18.7247,-47.4986,81.36,81.36,30,20,7.87,BR,1624554563,-10800
582,lahan,26.7296,86.4951,81.93,81.93,78,14,6.04,NP,1624554833,20700
583,belyy yar,53.6039,91.3903,55.29,55.29,88,40,2.24,RU,1624554834,25200
584,vigrestad,58.5667,5.7,58.96,61.97,87,100,8.52,NO,1624554834,7200
585,mocuba,-16.8392,36.9856,71.28,71.28,69,41,5.46,MZ,1624554835,7200
586,isangel,-19.55,169.2667,71.51,71.51,63,45,16.75,VU,1624554835,39600
587,yekaterinovka,52.0508,44.3451,76.96,76.96,66,15,6.08,RU,1624554836,14400
588,pozo colorado,-23.4923,-58.7972,76.05,76.05,64,99,8.05,PY,1624554836,-14400
